Reading,Mote ID,Humidity,Temperature,Label,Is_Singlehop,Has_Fault
930,2,78.53,24.05,0,0,1
3729,3,44.88,24.64,0,1,0
2276,1,44.55,28.0,0,1,0
3671,3,45.1,25.57,0,1,0
1527,3,55.77,25.95,0,1,0
4236,4,43.89,27.0,0,1,0
3492,2,65.37,27.8,0,0,1
2360,1,64.71,27.59,1,0,0
1073,4,39.53,30.08,0,1,0
2225,1,44.31,28.41,0,1,0
3004,3,53.63,31.74,0,0,1
2194,3,32.19,24.23,0,0,1
891,2,47.73,29.14,0,0,1
839,2,44.85,28.64,0,1,0
311,1,48.07,29.41,0,0,0
2750,3,32.11,21.48,0,1,1
2197,3,48.29,27.3,0,0,0
945,3,48.07,27.28,0,0,0
2045,2,65.32,27.9,0,0,0
1385,1,79.21,19.76,0,0,1
639,3,41.81,26.01,0,1,1
3559,1,41.81,26.01,0,0,1
3055,1,41.81,26.01,0,0,1
1647,4,41.81,26.01,0,1,1
355,2,41.81,26.01,0,1,1
3305,4,61.47,21.32,0,1,1
297,1,45.01,30.03,0,0,0
3713,3,45.38,26.55,0,1,0
3012,4,61.68,28.07,0,1,0
2122,3,61.49,27.6,0,0,0
4315,3,45.49,23.7,0,1,0
2954,3,56.67,27.09,0,0,0
595,1,42.42,30.57,0,1,1
982,1,42.4,27.89,0,1,0
1267,4,65.08,24.75,0,1,1
2688,4,46.86,27.38,0,1,0
2834,4,45.33,26.37,0,1,0
1667,1,47.51,28.99,0,0,0
4288,4,44.29,24.62,0,1,0
3457,3,45.13,26.2,0,0,0
2442,3,47.77,29.0,0,0,0
3785,1,67.9,26.76,0,0,0
2436,4,48.28,27.91,0,1,0
4828,3,44.16,26.87,0,1,0
3266,3,44.08,27.21,0,1,0
1472,2,45.43,28.79,0,1,0
2866,1,80.0,25.72,0,0,1
2129,1,67.32,24.93,0,1,1
247,3,20.49,23.16,0,1,1
2460,1,80.0,24.36,0,0,1
2475,1,70.08,29.28,0,0,0
938,1,74.85,16.53,0,0,1
3973,2,46.67,27.41,0,1,0
848,2,48.94,29.4,0,0,0
531,3,47.56,30.28,0,0,0
3764,1,54.8,25.66,0,0,1
1685,2,45.12,28.85,0,1,0
3497,3,60.57,23.4,0,1,1
676,4,45.59,27.52,0,0,0
2232,2,47.01,27.45,0,1,0
3023,3,56.04,25.97,0,0,0
3392,4,44.96,27.24,0,1,0
286,1,48.59,29.28,0,1,0
2155,4,48.68,27.14,0,0,0
3812,1,65.58,27.55,0,0,0
991,4,47.67,26.86,0,0,0
1418,1,45.04,28.66,0,1,0
1560,2,48.77,28.93,0,1,0
2728,2,67.41,28.11,0,0,0
2316,4,46.78,27.66,0,1,0
4548,4,46.86,23.45,0,1,0
3106,3,45.74,27.55,0,0,0
5164,3,58.84,23.4,0,1,0
4386,4,48.36,23.29,0,1,0
5167,4,45.33,23.57,0,1,0
3816,1,70.16,27.93,0,0,0
1899,1,44.87,27.67,0,1,0
4726,2,44.73,27.41,0,1,1
2093,2,47.84,28.01,0,1,1
335,2,47.84,28.01,0,0,1
743,2,47.84,28.01,0,0,1
2584,1,47.84,28.01,0,1,1
3718,2,47.84,28.01,0,0,1
3456,2,47.84,28.01,0,0,1
1571,4,51.13,28.32,0,1,0
506,2,47.49,27.94,0,0,0
1467,1,45.55,29.01,0,0,0
2486,4,50.09,29.2,0,1,0
1941,3,45.79,27.59,0,0,0
1402,4,30.27,25.5,0,0,1
4940,3,27.65,26.87,0,1,1
769,3,40.46,30.61,0,1,0
4729,4,46.33,23.15,0,1,0
1054,4,47.57,27.43,0,1,0
1490,2,67.57,26.08,0,0,1
251,1,44.4,30.22,0,0,1
1995,3,47.95,27.39,0,0,1
120,3,47.95,27.39,0,1,1
2139,3,47.95,27.39,0,0,1
3698,2,47.95,27.39,0,0,1
4269,3,47.95,27.39,0,1,1
2697,4,47.95,27.39,0,0,1
4217,2,71.33,27.11,0,0,0
2843,4,48.85,27.32,0,1,1
344,2,48.85,27.32,0,0,1
179,1,48.85,27.32,0,0,1
350,1,48.85,27.32,1,1,1
688,4,48.85,27.32,0,0,1
2514,3,48.85,27.32,0,0,1
1488,1,48.85,27.32,0,1,1
1588,2,47.52,28.05,0,1,0
2480,2,28.8,30.83,0,1,1
3823,4,58.7,26.7,0,0,0
4263,4,46.28,27.15,0,0,0
1248,1,44.98,29.4,0,1,0
4012,2,43.93,27.43,0,1,0
2856,4,44.67,26.96,0,1,0
2920,4,46.2,27.32,0,0,0
3676,1,44.35,26.91,0,1,0
887,4,43.37,32.97,0,1,0
3911,1,68.58,26.88,0,0,0
4481,2,44.53,27.4,0,0,0
1071,1,42.38,30.2,0,1,0
2645,2,47.42,29.12,0,0,0
4108,1,26.64,20.61,0,0,1
603,1,47.1,30.34,0,0,0
55,3,44.0,27.36,0,1,0
1911,4,31.67,30.82,0,0,1
2647,3,46.03,27.35,0,1,1
2409,4,72.22,25.2,0,1,1
1422,2,49.13,28.69,0,1,0
3677,1,66.23,27.35,0,0,0
286,1,45.23,27.93,0,1,0
3545,1,41.58,26.92,0,1,0
1546,2,44.14,27.98,0,1,0
2342,2,28.39,31.44,0,1,1
3640,3,53.75,35.0,0,1,1
3559,2,64.14,26.82,0,0,0
3528,4,46.86,27.19,0,1,1
4271,1,46.86,27.19,0,0,1
1623,1,46.86,27.19,0,1,1
4527,2,46.86,27.19,0,0,1
3130,4,46.86,27.19,0,1,1
2055,4,46.86,27.19,0,1,1
14,1,46.86,27.19,0,0,1
699,3,46.36,26.6,0,0,1
1974,1,43.91,28.66,0,1,1
4651,3,44.85,24.33,0,1,0
2714,4,48.18,27.49,0,0,0
4040,4,43.6,27.66,0,1,0
3122,4,72.44,18.68,0,1,1
1190,1,48.19,28.83,0,0,0
2259,2,56.66,28.01,0,1,0
3639,3,45.44,26.36,0,1,0
1512,2,28.8,33.68,0,1,1
3033,4,47.15,25.85,0,1,0
796,3,44.65,30.21,0,0,1
4500,3,45.75,22.96,0,1,0
3550,2,46.46,27.59,0,1,0
2442,1,43.67,27.96,0,1,0
3333,1,68.93,27.81,0,0,0
2004,1,66.24,28.45,0,1,0
4505,3,44.5,26.87,0,1,0
882,3,44.89,30.07,0,1,1
3229,4,57.75,26.36,0,1,0
2499,3,45.66,27.23,0,1,1
240,4,46.08,26.74,0,0,0
2643,2,62.56,31.53,0,0,1
1179,2,46.83,29.31,0,1,0
2374,1,68.51,27.48,0,0,0
1616,4,47.81,27.61,0,1,0
3331,4,56.84,25.32,0,1,0
1238,4,49.06,28.83,0,0,0
1532,1,49.82,29.96,0,1,0
2193,4,47.23,27.42,0,0,0
647,4,40.36,32.1,0,0,0
3066,4,47.06,26.63,0,1,1
839,1,53.74,24.83,0,0,1
1137,4,49.86,28.27,0,0,0
3641,1,44.45,27.37,0,0,0
3140,3,45.5,24.42,0,1,1
1445,4,37.24,31.05,0,0,1
2454,1,68.43,28.51,0,0,0
180,1,40.36,27.2,0,1,0
3482,4,46.21,27.23,0,0,0
3233,4,45.74,27.98,0,1,1
1357,4,64.37,25.46,0,1,1
2503,1,73.25,29.69,0,0,1
3568,2,59.48,25.79,0,0,1
3975,2,31.95,17.67,0,0,1
1014,1,41.28,29.83,0,1,0
1377,1,42.23,30.2,0,1,0
3928,1,54.47,31.02,0,0,1
1884,1,45.52,27.08,0,0,0
1892,3,47.9,27.53,0,0,0
3636,3,62.08,23.77,0,1,1
1796,4,49.68,28.02,0,0,0
2826,3,57.31,27.35,0,1,0
2690,1,78.38,21.34,0,0,1
414,2,46.48,27.5,0,0,0
1097,4,29.92,26.81,0,0,1
146,4,47.32,26.01,0,0,0
679,3,48.51,28.36,0,0,0
3431,1,66.91,27.06,0,0,0
3803,3,42.32,26.65,0,1,0
2273,1,51.75,28.27,0,1,0
184,1,44.6,29.99,0,0,0
1129,2,46.48,29.37,0,0,0
1985,1,46.27,28.88,0,0,0
1273,1,45.4,27.89,0,1,1
141,3,57.65,27.0,0,1,1
657,4,49.63,28.63,0,0,0
1760,3,45.85,26.85,0,0,0
995,4,47.08,26.82,0,0,0
224,2,48.07,28.96,0,0,1
956,3,31.49,32.5,0,0,1
1384,4,33.2,30.83,0,0,1
3556,2,64.17,24.18,0,1,1
3988,1,42.0,30.16,0,0,0
3451,2,65.38,27.83,0,1,0
4122,3,44.67,26.47,0,0,0
171,1,43.06,28.78,0,1,0
3860,2,44.37,27.45,0,1,0
3768,4,58.25,25.57,0,1,0
3976,2,44.06,26.58,0,1,0
3256,2,80.0,31.09,0,0,1
4522,4,31.25,27.27,0,1,1
1589,3,51.64,27.09,0,0,0
3827,3,44.89,25.59,0,1,0
2880,2,45.61,27.33,0,0,0
4067,3,61.29,30.73,0,1,1
3531,4,51.54,27.01,0,1,1
2448,4,49.31,27.28,0,0,0
2561,1,66.7,27.65,0,0,0
2396,1,45.55,27.63,0,1,0
2591,2,48.1,24.49,0,0,1
1583,2,28.72,25.12,0,1,1
1729,3,45.24,27.4,0,0,0
2581,1,60.16,27.72,0,0,0
3872,2,45.15,28.01,0,1,0
1026,3,47.09,30.46,0,0,0
917,1,46.96,29.35,0,0,0
2173,2,64.94,27.71,0,0,0
1289,3,46.58,27.15,0,0,0
2081,1,44.47,28.6,0,0,0
967,1,45.2,28.51,0,0,0
5052,3,45.48,23.43,0,1,0
2316,2,44.88,27.92,0,1,0
2317,4,52.28,27.55,0,0,0
3622,3,57.11,27.09,0,0,1
3907,4,57.11,27.09,0,0,1
967,1,57.11,27.09,0,1,1
2827,1,57.11,27.09,0,0,1
3129,1,57.11,27.09,0,0,1
2239,4,57.11,27.09,0,1,1
2374,1,52.01,24.36,0,1,1
2796,3,76.11,18.87,0,1,1
1682,3,67.08,24.73,0,1,1
2102,4,47.55,30.5,0,0,1
2055,2,50.34,28.04,0,1,0
1502,4,22.47,32.04,0,1,1
1515,2,44.41,29.48,0,1,0
2953,4,48.61,27.03,0,1,0
3176,2,45.81,27.83,0,0,0
4108,3,74.03,27.52,0,1,1
3751,1,45.18,27.32,0,0,0
653,3,45.93,25.83,0,0,0
1954,1,45.4,28.69,0,1,0
1795,4,77.99,17.76,0,0,1
775,1,44.7,28.93,0,0,1
3273,4,44.7,28.93,0,1,1
4161,1,44.7,28.93,0,1,1
2424,2,44.7,28.93,0,0,1
1763,2,44.7,28.93,0,1,1
4387,3,44.98,27.04,0,1,0
3648,3,46.08,27.34,0,1,0
539,3,45.49,26.42,0,0,0
4100,4,61.98,30.5,0,1,1
3542,1,79.95,31.36,0,0,1
2950,2,44.38,27.84,0,1,0
2183,4,41.98,28.5,0,1,1
2299,1,27.41,31.6,0,1,1
3473,4,45.76,27.12,0,0,0
1513,1,45.61,27.99,0,1,0
2524,4,49.91,28.83,0,0,0
4578,3,55.77,23.81,0,1,0
4339,4,45.73,24.94,0,1,0
457,1,45.03,30.27,0,0,1
1713,1,45.04,28.52,0,1,0
3205,4,45.09,27.51,0,0,0
1780,2,47.3,27.78,0,1,0
3918,3,45.11,27.32,0,0,0
1794,4,51.08,27.93,0,0,0
552,2,47.35,28.39,0,0,0
2315,2,44.03,27.71,0,1,0
2203,2,49.81,27.68,0,1,0
4041,3,44.99,24.8,0,1,1
694,4,47.77,29.63,0,0,0
2229,4,51.01,27.83,0,1,0
4267,2,45.56,27.47,0,1,1
3253,4,56.83,27.0,0,0,0
3056,2,44.23,28.02,0,1,0
2246,2,44.41,27.94,0,1,0
1942,1,59.16,31.33,0,1,1
2756,4,48.01,27.93,0,0,0
431,2,47.27,27.97,0,1,0
1775,4,49.18,28.6,0,1,1
1513,2,51.4,28.84,0,1,1
1157,4,47.6,26.39,0,0,0
789,4,48.93,30.19,0,0,0
595,2,46.86,30.44,0,1,0
3810,4,45.79,27.25,0,1,0
2059,3,51.55,26.89,0,0,0
3153,4,45.48,27.31,0,0,0
3930,4,46.33,27.15,0,0,0
2502,2,66.29,27.73,0,1,1
937,2,66.29,27.73,0,1,1
2581,3,66.29,27.73,1,1,1
1806,4,66.29,27.73,0,0,1
3450,3,66.29,27.73,0,1,1
3285,4,56.98,26.15,0,1,0
614,2,48.6,28.6,0,0,0
1,2,47.32,28.01,0,0,0
4197,3,44.74,26.74,0,1,0
3322,1,68.77,26.62,0,0,0
1289,3,36.93,19.57,0,0,1
384,4,43.78,31.56,0,1,0
2503,1,45.2,27.85,0,1,0
1414,4,20.01,32.26,0,0,1
2246,2,63.96,27.57,0,1,0
3302,4,45.75,23.41,0,1,0
2197,3,58.45,27.75,0,0,0
2544,1,58.49,29.27,0,1,0
1323,1,46.07,29.77,0,1,1
967,3,44.88,27.17,0,0,1
4009,3,44.88,27.17,0,0,1
1373,3,44.88,27.17,0,1,1
3913,3,44.88,27.17,0,1,1
3546,4,46.07,29.77,0,1,1
1073,1,42.53,29.97,0,1,0
3735,3,45.16,27.06,0,1,0
4136,1,70.18,27.23,0,0,1
696,1,30.47,32.04,0,0,1
1189,2,47.43,28.45,0,1,1
1260,4,41.13,31.9,0,1,1
1389,1,41.13,31.9,0,1,1
4060,3,41.13,31.9,0,1,1
145,3,41.13,31.9,0,0,1
360,4,41.13,31.9,0,1,1
2092,1,41.13,31.9,0,0,1
869,4,48.79,27.43,0,0,0
2908,3,59.75,27.21,0,0,0
3474,3,44.18,25.36,0,1,0
3218,4,46.26,26.82,0,1,0
4188,3,44.91,24.82,0,1,0
2523,4,46.13,26.13,0,1,0
4285,1,69.4,26.47,0,0,1
123,1,42.9,32.39,0,1,0
4516,2,57.19,26.85,0,1,1
2856,4,59.65,27.47,0,1,0
503,4,48.09,27.45,0,0,1
3854,2,28.36,30.74,0,1,1
2374,1,44.72,27.76,0,1,0
467,2,45.44,28.35,0,1,0
494,2,29.01,24.13,0,0,1
526,4,56.0,26.25,0,1,0
662,2,48.17,29.36,0,0,0
3609,3,26.99,21.02,0,1,1
2759,4,45.9,27.67,0,1,0
2474,1,67.99,27.51,0,1,0
208,4,42.54,30.9,0,1,0
2385,1,68.41,28.51,0,0,0
1204,3,43.61,29.89,0,1,0
840,1,44.2,29.91,0,1,0
1629,1,61.18,31.33,0,1,1
501,1,47.57,28.89,0,0,1
2825,3,44.16,27.22,0,0,1
3302,4,45.11,25.68,0,1,0
2198,3,60.4,28.82,0,0,1
2888,4,45.83,27.71,0,1,0
3858,1,68.43,26.74,0,0,0
3663,4,31.3,23.95,0,0,1
3282,2,44.3,27.45,0,1,0
166,1,45.27,27.87,0,1,0
4483,3,44.36,27.38,0,0,0
1972,2,80.0,24.6,0,0,1
2146,1,45.36,28.71,0,1,0
3684,3,43.39,24.33,0,1,0
1292,1,44.67,29.08,0,0,0
755,4,48.93,28.78,0,0,0
3030,1,35.1,16.41,0,1,1
1528,2,45.33,29.33,0,1,0
1537,1,47.86,28.49,0,1,1
3010,4,46.88,27.12,0,0,0
822,1,45.39,29.03,0,1,1
3667,4,45.39,29.03,0,0,1
1418,4,45.39,29.03,0,0,1
1229,4,45.39,29.03,0,0,1
1911,3,45.39,29.03,0,0,1
3348,1,45.39,29.03,0,0,1
160,1,68.63,27.55,0,0,0
2171,4,47.24,27.13,0,1,0
308,1,40.59,30.57,0,1,0
3929,3,42.12,26.86,0,1,0
3755,3,50.05,24.15,0,1,1
2580,2,67.23,27.87,0,1,0
3480,1,68.93,26.73,0,0,0
3444,4,47.41,27.11,0,0,0
929,4,49.4,25.74,0,0,0
1029,2,54.76,33.81,0,0,1
4049,2,45.18,27.45,0,1,0
2519,1,65.53,27.06,0,0,0
3641,4,43.75,24.66,0,1,0
4230,1,68.78,26.6,0,0,0
1494,2,47.5,28.98,0,1,0
4162,1,42.78,26.99,0,1,0
3395,1,65.06,27.42,0,0,0
1918,2,51.21,28.62,0,1,0
4430,2,59.78,30.15,0,1,1
3845,1,44.69,26.98,0,0,0
2253,2,41.71,32.33,0,0,1
3704,2,65.12,27.03,0,0,0
1590,4,62.5,29.18,0,0,1
3211,2,71.36,27.13,0,0,1
2750,3,46.18,27.02,0,0,0
4581,3,44.35,27.13,0,1,0
1978,4,51.49,27.42,0,0,0
2345,2,64.41,27.75,0,0,0
3365,4,49.44,27.05,0,1,0
2665,1,63.36,27.65,0,1,0
384,4,39.87,31.17,0,1,1
3094,2,44.71,27.75,0,1,1
2624,1,44.71,27.75,0,0,1
4473,3,44.71,27.75,0,1,1
415,1,44.71,27.75,0,1,1
3910,1,70.72,26.74,0,0,1
2118,2,70.72,26.74,0,1,1
4188,4,70.72,26.74,0,1,1
3965,1,70.72,26.74,0,0,1
2069,1,70.72,26.74,0,0,1
2275,1,70.72,26.74,0,0,1
1089,3,60.17,29.07,0,0,0
3408,4,45.08,27.56,0,1,0
4133,4,45.28,26.57,0,1,0
3967,1,43.92,27.03,0,0,0
3078,4,48.58,27.51,0,1,0
3051,4,41.31,23.32,0,1,1
2730,2,45.3,27.56,0,1,0
4062,2,53.43,23.86,0,0,1
2485,4,47.58,25.54,0,1,1
1665,2,46.42,28.06,0,0,0
830,4,44.97,30.4,0,1,0
726,3,63.67,33.15,0,0,1
2916,1,68.55,28.47,0,0,0
3746,2,43.51,26.92,0,1,0
3661,4,47.68,25.83,0,1,0
3958,3,44.97,27.23,0,0,1
1079,4,46.86,29.21,0,0,0
1761,2,46.5,28.89,0,1,0
1215,1,29.31,26.04,0,1,1
1440,2,46.84,29.24,0,0,1
4078,3,29.2,22.99,0,1,1
848,1,47.3,30.62,0,0,0
1477,1,47.45,29.05,0,0,0
1760,1,45.5,27.82,0,1,0
3833,4,45.43,27.3,0,1,0
3162,4,46.09,27.25,0,0,0
2733,4,47.44,28.48,0,1,0
1610,2,48.41,26.72,0,1,1
1977,4,49.35,27.72,0,0,0
2700,2,43.73,28.07,0,1,0
716,3,50.31,26.1,0,0,1
2724,4,43.85,26.9,0,1,0
2695,2,51.96,31.21,0,0,1
2733,4,46.5,27.65,0,1,0
3261,3,42.63,25.26,0,1,1
2982,4,59.66,29.18,0,1,1
1377,3,44.54,27.4,0,0,0
2613,2,50.56,28.01,0,1,0
3075,2,65.29,29.13,0,0,0
1429,3,47.19,32.47,0,0,1
5268,3,53.55,23.14,0,1,0
4191,3,45.22,26.04,0,1,0
2470,4,56.77,27.22,0,0,0
1498,2,48.8,28.46,0,0,1
3477,4,40.42,23.26,0,1,1
1087,3,47.08,27.57,0,1,0
4200,1,70.55,26.47,0,0,0
672,2,28.0,24.98,0,0,1
897,2,47.48,28.64,0,1,0
914,2,48.02,27.39,0,1,0
2521,3,50.84,27.32,0,1,0
1173,1,44.73,29.2,0,0,0
3154,4,47.08,25.84,0,1,0
1599,3,54.81,27.11,0,0,0
3841,1,43.98,26.65,0,1,0
4356,3,25.86,33.95,0,1,1
185,2,45.07,27.4,0,1,1
1689,4,45.07,27.4,0,1,1
4635,4,45.07,27.4,0,1,1
2455,1,58.71,28.84,0,0,0
3524,1,42.49,27.3,0,1,0
1812,3,75.67,24.73,0,0,1
810,2,46.9,29.88,0,1,0
4458,1,71.25,26.69,0,0,0
4179,4,43.72,24.82,0,1,0
3577,4,62.89,24.18,0,0,1
1609,4,47.97,27.74,0,1,1
2340,2,47.32,27.74,0,1,0
3954,3,44.24,26.53,0,1,0
2028,4,51.92,29.07,0,1,0
114,2,45.56,27.87,0,1,0
2838,1,57.06,28.81,0,0,0
2109,1,66.44,28.72,0,0,0
1931,2,45.92,28.61,0,1,0
2621,1,64.52,28.25,0,1,0
3975,4,47.61,23.46,0,1,1
3296,3,44.22,27.16,0,0,0
2314,4,46.83,26.32,0,0,0
3764,4,45.86,24.86,0,1,0
1039,3,44.73,30.07,0,0,0
1939,1,61.54,28.98,0,0,0
726,2,44.99,30.59,0,0,0
3350,4,54.89,25.99,0,1,0
2531,1,66.46,28.09,0,0,0
2941,2,66.62,28.58,0,0,0
3532,3,42.5,26.72,0,1,0
3169,4,57.98,33.01,0,1,0
2348,4,49.12,27.78,0,0,0
3564,3,42.27,26.69,0,1,0
2766,3,57.54,27.24,0,0,0
4420,1,29.52,30.41,0,0,1
4463,3,27.7,27.46,0,1,1
809,3,47.35,28.75,0,1,0
480,1,45.13,29.58,0,0,0
3482,2,47.26,30.53,0,0,0
3806,1,70.08,26.66,1,0,0
2860,4,45.94,24.91,0,1,0
795,2,48.84,29.58,0,0,1
3555,2,59.84,30.59,0,1,1
2105,2,66.87,27.64,0,1,0
3561,4,47.64,27.38,0,0,0
1516,1,43.3,28.55,0,1,0
4222,4,32.94,23.47,0,0,1
4106,3,28.52,26.78,0,1,1
1186,1,45.54,28.03,0,1,0
1028,3,78.98,18.97,0,1,1
4238,3,45.34,24.67,0,1,0
3276,4,55.74,26.55,0,0,0
2786,2,44.71,27.69,0,1,0
2108,4,49.67,28.48,0,0,0
622,3,31.56,24.12,0,0,1
1944,4,41.47,24.92,0,0,1
4082,1,42.61,27.19,0,1,1
2768,1,42.61,27.19,0,0,1
4346,3,42.61,27.19,0,1,1
437,4,42.61,27.19,0,0,1
958,3,42.61,27.19,0,0,1
1633,3,48.41,27.26,0,0,0
1478,1,45.58,29.42,0,1,0
1214,2,46.27,29.18,0,1,0
2562,4,60.92,20.66,0,0,1
4004,2,44.4,26.74,0,1,0
2216,2,47.4,27.79,0,0,0
1764,1,47.98,28.87,0,0,0
249,2,61.62,32.07,0,1,1
4137,3,29.09,28.53,0,1,1
1052,4,38.9,31.94,0,1,0
3756,2,46.09,27.9,0,0,0
2320,3,47.71,28.08,0,0,0
695,2,45.96,28.33,0,1,0
2757,3,44.58,26.95,0,1,0
274,4,37.71,31.93,0,1,0
2724,3,45.61,25.84,0,1,0
3983,3,42.24,30.54,0,1,0
3881,3,44.62,26.67,0,1,0
2393,1,43.28,27.41,0,1,1
701,4,48.28,27.58,0,0,0
1479,1,46.65,29.21,0,1,0
4253,3,45.05,26.56,0,1,0
1952,2,45.3,29.38,0,1,1
5084,3,44.9,23.61,0,1,0
2451,1,54.26,34.92,0,1,1
1247,2,45.66,28.87,0,1,1
2360,3,51.38,27.65,0,1,1
4023,2,51.38,27.65,0,0,1
3966,3,51.38,27.65,0,1,1
4047,4,43.5,24.67,0,1,0
2639,3,57.79,27.64,0,1,0
183,3,40.97,30.65,0,1,0
2816,4,47.4,27.45,0,0,0
4508,4,27.01,31.91,0,1,1
3701,1,64.53,26.48,0,0,1
3265,2,64.25,27.36,0,0,0
2204,2,44.39,28.92,0,1,0
1065,2,47.89,28.61,0,0,0
829,1,63.75,29.4,0,0,0
4341,3,21.1,17.09,0,1,1
2359,4,48.74,27.57,0,0,0
1327,2,46.18,27.59,0,1,1
1060,4,32.5,29.82,0,1,1
1580,1,51.39,28.93,0,0,0
4408,2,31.33,30.48,0,1,1
2335,1,45.61,27.3,0,1,0
124,1,44.43,30.05,0,0,1
1389,1,44.43,30.05,0,1,1
1468,2,44.43,30.05,0,0,1
1561,2,44.43,30.05,0,1,1
257,3,40.76,27.16,0,1,1
1526,1,43.43,27.98,0,1,1
1884,4,47.55,27.72,0,1,0
508,4,46.79,27.78,0,1,0
3851,3,57.24,28.77,0,1,1
1740,2,47.02,28.41,0,1,1
3834,4,79.93,33.69,0,1,1
1525,1,53.55,23.95,0,0,1
3675,4,30.58,30.56,0,0,1
2561,4,64.24,30.73,0,1,1
881,1,47.9,28.88,0,0,0
1299,2,45.2,29.5,0,1,1
3460,1,53.56,30.78,0,0,1
2302,1,44.12,32.54,0,0,1
3282,2,67.21,27.67,0,0,0
5136,4,45.22,24.38,0,1,0
3150,4,45.86,16.58,0,1,1
3972,4,47.69,26.9,0,1,0
4130,2,45.18,27.32,0,1,0
1137,4,49.99,28.58,0,0,1
1096,3,44.95,25.67,0,1,0
4284,2,44.62,26.72,0,1,0
3456,3,44.32,26.48,0,1,0
2286,4,47.61,27.6,0,1,0
1816,4,58.4,17.25,0,1,1
2661,2,62.08,30.78,0,0,1
3078,2,68.02,28.77,0,0,1
969,2,68.02,28.77,0,0,1
449,2,68.02,28.77,0,1,1
1289,2,68.02,28.77,0,1,1
2121,1,68.02,28.77,0,1,1
3682,2,65.52,28.14,0,0,0
3784,3,44.51,24.89,0,1,0
2542,1,63.91,27.85,0,0,0
1692,3,47.22,25.9,0,0,0
1638,1,45.86,27.83,1,0,0
3208,4,48.38,27.69,0,1,0
283,4,49.23,27.21,0,0,1
1548,1,49.23,27.21,0,1,1
4023,3,49.23,27.21,0,0,1
3477,4,49.23,27.21,0,1,1
3312,3,49.23,27.21,0,0,1
873,4,49.23,27.21,0,1,1
3816,1,69.2,27.31,0,0,0
564,4,50.78,29.26,0,0,0
3321,1,70.49,26.89,0,0,0
5024,3,45.14,23.63,0,1,0
2298,4,48.1,27.35,0,0,1
3727,3,44.14,27.17,0,0,0
1625,2,45.0,29.41,0,1,0
2620,4,47.38,26.9,0,0,1
1555,2,45.01,29.62,0,1,0
1168,2,45.2,28.75,0,0,0
4748,2,45.12,27.51,0,1,0
2769,1,68.44,27.64,1,0,0
925,1,44.84,28.84,0,1,0
3,2,45.93,28.26,0,1,0
1301,2,42.68,28.63,0,1,1
2814,4,47.23,27.27,0,1,0
1009,1,44.96,29.08,0,1,0
4521,4,31.37,29.02,0,1,1
3606,3,44.59,23.17,0,1,0
3325,3,79.67,33.66,0,1,1
2622,4,48.52,27.65,0,1,0
2106,3,47.06,26.29,0,0,0
998,1,48.52,28.55,0,0,0
238,3,37.93,33.92,0,1,0
1350,2,30.18,25.46,0,1,1
1984,2,44.88,27.95,0,1,0
4109,4,45.21,27.11,0,1,0
2022,2,46.57,28.34,0,0,0
865,4,44.97,27.33,0,1,0
4672,4,43.64,24.01,0,1,0
709,3,44.46,26.32,0,0,0
1461,3,39.14,31.7,0,1,1
3680,4,45.08,25.12,0,1,0
866,1,47.49,29.07,0,0,0
3240,2,65.06,28.98,0,1,1
1398,2,46.68,29.01,0,1,0
107,3,30.65,30.79,0,0,1
2249,3,47.07,26.72,0,0,0
3201,3,44.63,27.2,0,0,1
1463,1,45.38,28.67,0,0,0
3086,3,40.44,23.65,0,1,1
930,2,46.36,29.2,0,1,0
3419,4,59.26,26.28,0,1,0
3957,3,44.47,26.8,0,1,1
2121,2,35.55,25.41,0,1,1
4849,4,44.42,24.07,0,1,1
275,2,46.73,29.27,0,0,0
2861,2,57.95,30.84,0,1,1
1120,4,40.49,23.05,0,1,1
516,2,45.11,26.92,0,0,0
2595,3,46.05,27.07,0,0,1
2471,4,47.38,24.26,0,1,0
603,3,63.27,33.92,0,0,1
2121,4,45.64,27.46,0,1,0
2578,4,48.28,26.79,0,0,0
4462,3,44.14,23.51,0,0,0
817,4,48.8,32.18,0,1,0
2886,4,52.03,27.36,0,1,0
560,1,42.25,30.49,0,1,0
4536,3,44.93,25.08,0,1,0
2539,3,59.21,27.62,0,0,0
4783,3,44.42,34.53,0,1,1
4836,4,44.57,23.62,0,1,0
2041,1,67.08,28.78,0,0,0
324,3,48.06,30.3,0,0,0
3050,1,65.03,28.49,0,0,0
892,2,46.28,29.4,0,1,0
3015,4,64.09,23.86,0,1,1
1057,2,45.61,29.26,0,1,0
128,3,44.93,30.35,0,0,0
1940,3,62.5,24.2,0,0,1
2455,2,56.88,27.85,0,1,0
3510,1,27.73,19.68,0,0,1
2473,4,72.35,20.02,0,0,1
1468,2,47.63,29.1,0,1,1
1062,4,47.63,29.1,0,1,1
2734,2,47.63,29.1,0,1,1
2669,4,47.63,29.1,0,1,1
2052,4,48.79,27.31,0,0,0
4125,3,45.11,23.65,0,1,0
461,2,38.92,32.97,0,1,1
1361,2,38.92,32.97,0,1,1
2541,3,38.92,32.97,0,0,1
1178,3,38.92,32.97,0,0,1
3445,1,38.92,32.97,0,0,1
956,3,38.92,32.97,0,0,1
1206,2,45.91,29.67,0,1,0
892,1,44.87,29.89,0,0,0
2678,3,45.41,26.05,0,0,0
2278,3,31.21,29.46,0,1,1
1104,1,49.74,28.92,0,1,1
